COURSE NUMBER,COURSE NAME,CRN,INSTRUCTOR,DAYS,TIME,BUILDING,ROOM,SEATS AVAILABLE
ACCT2102,Principles of Accounting II,65349,Abigail Quigley,R,1800-2100,Building not yet assigned,Not set,1
ACCT2102,Principles of Accounting II,65349,Abigail Quigley,T,1800-2100,Building not yet assigned,Not set,1
ACCT2102H,Principles of Accounting II (Honors),40150,Jason Matthews,TR,1245-1400,Zell B Miller Learning Center,368,8
ACCT5000,Intermediate Accounting I,21801,Swati Bhandarkar,W,1730-2030,Ivester,E001,0
ACCT5000,Intermediate Accounting I,21801,Swati Bhandarkar,TR,0935-1050,Sanford Hall,112,0
ACCT5000,Intermediate Accounting I,21807,Swati Bhandarkar,W,1730-2030,Ivester,E001,-2
ACCT5000,Intermediate Accounting I,21807,Swati Bhandarkar,TR,1110-1225,Sanford Hall,112,-2
ACCT5000,Intermediate Accounting I,21809,Swati Bhandarkar,TR,1245-1400,Sanford Hall,112,0
ACCT5000,Intermediate Accounting I,21809,Swati Bhandarkar,W,1730-2030,Ivester,E001,0
ACCT5000,Intermediate Accounting I,52519,Swati Bhandarkar,TR,1420-1535,Sanford Hall,112,1
ACCT5000,Intermediate Accounting I,52519,Swati Bhandarkar,W,1730-2030,Ivester,E001,1
ACCT5000,Intermediate Accounting I,69004,Hannah Hughes,W,1730-2030,Building not yet assigned,Not set,5
ACCT5000,Intermediate Accounting I,69004,Hannah Hughes,TR,0800-0915,Moore-Rooker Hall,A009,5
ACCT5001,Financial Reporting and Analysis,34982,Jennifer Rivers,TR,1245-1400,Joe Brown,241,3
ACCT5001,Financial Reporting and Analysis,34982,Jennifer Rivers,T,1730-1930,Orkin,D007,3
ACCT5001,Financial Reporting and Analysis,34983,Jennifer Rivers,TR,0935-1050,BLC II Benson Hall,C101,0
ACCT5001,Financial Reporting and Analysis,34983,Jennifer Rivers,TR,0935-1050,Joe Brown,241,0
ACCT5001,Financial Reporting and Analysis,34983,Jennifer Rivers,T,1730-1930,Orkin,D007,0
ACCT5001,Financial Reporting and Analysis,44835,Jennifer Rivers,T,1730-1930,Orkin,D007,1
ACCT5001,Financial Reporting and Analysis,44835,Jennifer Rivers,TR,1110-1225,Joe Brown,241,1
ACCT5010,Intermediate Accounting II,21816,John Campbell,W,1700-2200,Amos Hall,B010,8
ACCT5010,Intermediate Accounting II,21816,John Campbell,TR,1420-1535,Zell B Miller Learning Center,250,8
ACCT5010,Intermediate Accounting II,65377,John Campbell,TR,1245-1400,Zell B Miller Learning Center,250,0
ACCT5010,Intermediate Accounting II,65377,John Campbell,W,1700-2200,Amos Hall,B010,0
ACCT5020,Intermediate Accounting III,21820,Braiden Coleman,R,1730-2030,Orkin,D007,3
ACCT5020,Intermediate Accounting III,21820,Braiden Coleman,T,1730-2030,Orkin,D007,3
ACCT5020,Intermediate Accounting III,21820,Braiden Coleman,TR,1420-1535,Sanford Hall,312,3
ACCT5020,Intermediate Accounting III,21821,Braiden Coleman,TR,1245-1400,Sanford Hall,312,0
ACCT5020,Intermediate Accounting III,21821,Braiden Coleman,R,1730-2030,Orkin,D007,0
ACCT5020,Intermediate Accounting III,21821,Braiden Coleman,T,1730-2030,Orkin,D007,0
ACCT5020,Intermediate Accounting III,22032,Braiden Coleman,TRF,0800-1050,Correll Hall,213,5
ACCT5100,Managerial Accounting I,21880,Jason Matthews,R,1800-2100,Orkin,D007,9
ACCT5100,Managerial Accounting I,21880,Jason Matthews,TR,0935-1050,Zell B Miller Learning Center,247,9
ACCT5100,Managerial Accounting I,21881,Jason Matthews,TR,0800-0915,Correll Hall,313,13
ACCT5100,Managerial Accounting I,21881,Jason Matthews,R,1800-2100,Orkin,D007,13
ACCT5100,Managerial Accounting I,21882,Jason Matthews,TR,1110-1225,Zell B Miller Learning Center,247,0
ACCT5100,Managerial Accounting I,21882,Jason Matthews,R,1800-2100,Orkin,D007,0
ACCT5200,"Auditing, Risk Assessment, and Control",21883,Bethany Chapman,W,1800-2100,Amos Hall,B010,9
ACCT5200,"Auditing, Risk Assessment, and Control",21883,Bethany Chapman,TR,0935-1050,Sanford Hall,312,9
ACCT5200,"Auditing, Risk Assessment, and Control",21884,Bethany Chapman,W,1800-2100,Amos Hall,B010,0
ACCT5200,"Auditing, Risk Assessment, and Control",21884,Bethany Chapman,TR,1110-1225,Sanford Hall,312,0
ACCT5200,"Auditing, Risk Assessment, and Control",34980,Bethany Chapman,W,1800-2100,Amos Hall,B010,1
ACCT5200,"Auditing, Risk Assessment, and Control",34980,Bethany Chapman,TR,1245-1400,Fine Arts,350,1
ACCT5310,Accounting Information Systems and Data Analytics,21885,Chad Hugie,R,1800-2000,Amos Hall,B010,1
ACCT5310,Accounting Information Systems and Data Analytics,21885,Chad Hugie,TR,1420-1535,BLC II Benson Hall,C101,1
ACCT5310,Accounting Information Systems and Data Analytics,21885,Chad Hugie,T,1800-2000,Amos Hall,B010,1
ACCT5310,Accounting Information Systems and Data Analytics,21886,Chad Hugie,T,1800-2000,Amos Hall,B010,13
ACCT5310,Accounting Information Systems and Data Analytics,21886,Chad Hugie,R,1800-2000,Amos Hall,B010,13
ACCT5310,Accounting Information Systems and Data Analytics,21886,Chad Hugie,TR,1555-1710,Amos Hall,B010,13
ACCT5310,Accounting Information Systems and Data Analytics,48211,Chad Hugie,TR,1245-1400,BLC II Benson Hall,C101,0
ACCT5310,Accounting Information Systems and Data Analytics,48211,Chad Hugie,R,1800-2000,Amos Hall,B010,0
ACCT5310,Accounting Information Systems and Data Analytics,48211,Chad Hugie,T,1800-2000,Amos Hall,B010,0
ACCT5310,Accounting Information Systems and Data Analytics,68314,Miranda Hugie,TR,1420-1535,Zell B Miller Learning Center,267,0
ACCT5310,Accounting Information Systems and Data Analytics,68314,Miranda Hugie,T,1800-2000,Amos Hall,B010,0
ACCT5310,Accounting Information Systems and Data Analytics,68314,Miranda Hugie,R,1800-2000,Amos Hall,B010,0
ACCT5400,Taxation I,21887,Xinjie Tang,R,1900-2100,Amos Hall,B010,0
ACCT5400,Taxation I,21887,Xinjie Tang,TR,0800-0915,BLC II Benson Hall,C115,0
ACCT5400,Taxation I,21888,Xinjie Tang,R,1900-2100,Amos Hall,B010,0
ACCT5400,Taxation I,21888,Xinjie Tang,TR,0935-1050,Zell B Miller Learning Center,245,0
ACCT5400,Taxation I,21889,Xinjie Tang,TR,1110-1225,Zell B Miller Learning Center,245,0
ACCT5400,Taxation I,21889,Xinjie Tang,R,1900-2100,Amos Hall,B010,0
ACCT5700,Professional Accounting,64092,Karen Czarick,TR,1420-1535,Ivester,E101,0
ACCT5700,Professional Accounting,64093,Karen Czarick,TR,1555-1710,Ivester,E101,22
ACCT5800,Internship in Accounting,21835,Timothy Keadle,No days set,0001-2359,No Classroom Required,NCRR,28
ACCT7020,Intermediate Accounting III,54357,Braiden Coleman,R,1730-2030,Orkin,D007,-1
ACCT7020,Intermediate Accounting III,54357,Braiden Coleman,T,1730-2030,Orkin,D007,-1
ACCT7020,Intermediate Accounting III,54357,Braiden Coleman,TR,1420-1535,Sanford Hall,312,-1
ACCT7020,Intermediate Accounting III,58404,Braiden Coleman,R,1730-2030,Orkin,D007,-2
ACCT7020,Intermediate Accounting III,58404,Braiden Coleman,TR,1245-1400,Sanford Hall,312,-2
ACCT7020,Intermediate Accounting III,58404,Braiden Coleman,T,1730-2030,Orkin,D007,-2
ACCT7200,"Auditing, Risk Assessment, and Control",21904,Bethany Chapman,W,1800-2100,Amos Hall,B010,3
ACCT7200,"Auditing, Risk Assessment, and Control",21904,Bethany Chapman,TR,0935-1050,Sanford Hall,312,3
ACCT7200,"Auditing, Risk Assessment, and Control",58406,Bethany Chapman,W,1800-2100,Amos Hall,B010,2
ACCT7200,"Auditing, Risk Assessment, and Control",58406,Bethany Chapman,TR,1110-1225,Sanford Hall,312,2
ACCT7200,"Auditing, Risk Assessment, and Control",58407,Bethany Chapman,W,1800-2100,Amos Hall,B010,4
ACCT7200,"Auditing, Risk Assessment, and Control",58407,Bethany Chapman,TR,1245-1400,Fine Arts,350,4
ACCT7410,Taxation II,39982,Julie McGinty,MW,0935-1050,Correll Hall,222,-1
ACCT7410,Taxation II,66438,Julie McGinty,MW,0800-0915,Correll Hall,222,0
ACCT7430,Income and Transfer Tax Planning,39984,Jennifer Chapman,MW,0800-0915,Correll Hall,218,0
ACCT7430,Income and Transfer Tax Planning,42207,Jennifer Chapman,MW,0935-1050,Correll Hall,218,-4
ACCT7435,Cross-Jurisdictional Taxation,44327,Julie McGinty,MW,1245-1400,Correll Hall,222,-3
ACCT7435,Cross-Jurisdictional Taxation,44328,Julie McGinty,MW,1420-1535,Correll Hall,222,0
ACCT7440,Corporate Tax I,52217,Chad Hugie,TR,0935-1050,Correll Hall,222,0
ACCT7440,Corporate Tax I,52218,Chad Hugie,TR,1110-1225,Correll Hall,222,-4
ACCT7600,Financial Statement Analysis,21849,Robert Resutek,MW,1110-1225,Correll Hall,218,-1
ACCT7600,Financial Statement Analysis,21849,Robert Resutek,W,1800-2000,Amos Hall,B010,-1
ACCT7600,Financial Statement Analysis,21851,Robert Resutek,W,1800-2000,Amos Hall,B010,0
ACCT7600,Financial Statement Analysis,21851,Robert Resutek,MW,1245-1400,Correll Hall,218,0
ACCT7600,Financial Statement Analysis,31661,Robert Resutek,R,1800-2100,Building not yet assigned,Not set,23
ACCT7600,Financial Statement Analysis,34984,Robert Resutek,MW,1420-1535,Correll Hall,218,12
ACCT7600,Financial Statement Analysis,34984,Robert Resutek,W,1800-2000,Amos Hall,B010,12
ACCT7605,Advanced Accounting,21852,Sarah Banghart,TR,1245-1400,Correll Hall,218,1
ACCT7605,Advanced Accounting,21856,Sarah Banghart,TR,1420-1535,Correll Hall,218,18
ACCT7620,Audit II,44329,Bethany Chapman,TR,0800-0915,Correll Hall,214,5
ACCT7630,"Accounting Data, Risk, and Control",45084,Holley Schramski,MW,0800-0915,BLC II Benson Hall,C101,1
ACCT7640,Accounting in Practice,63764,Timothy Keadle,TR,0935-1050,Correll Hall,218,-1
ACCT7655,Accounting Analytics,56567,Margaret Christ,MW,1245-1400,BLC II Benson Hall,C101,0
ACCT7655,Accounting Analytics,60589,Margaret Christ,MW,1420-1535,BLC II Benson Hall,C101,8
ACCT7655,Accounting Analytics,65709,Margaret Christ,MW,1110-1225,BLC II Benson Hall,C101,2
ACCT7800,Graduate Internship in Accounting,21875,Timothy Keadle,No days set,0001-2359,No Classroom Required,NCRR,9
ACCT9000,Doctoral Research,42706,Theodore Christensen,No days set,0001-2359,No Classroom Required,NCRR,1
ACCT9000,Doctoral Research,47198,Frank Heflin,No days set,0001-2359,No Classroom Required,NCRR,1
ACCT9005,Doctoral Graduate Student Seminar,66462,Robert Resutek,No days set,0001-2359,No Classroom Required,NCRR,3
ACCT9140,Capital Markets Research II,61680,Benjamin Whipple,R,1300-1600,Correll Hall,113,0
ACCT9300,Doctoral Dissertation,30755,Theodore Christensen,No days set,0001-2359,No Classroom Required,NCRR,1
ACCT9300,Doctoral Dissertation,30756,John Campbell,No days set,0001-2359,No Classroom Required,NCRR,0
ACCT9300,Doctoral Dissertation,46948,Jacqueline Hammersley,No days set,0001-2359,No Classroom Required,NCRR,1
ACCT9300,Doctoral Dissertation,47019,Frank Heflin,No days set,0001-2359,No Classroom Required,NCRR,0
ADPR3100,Principles of Advertising,67054,Nathaniel Evans,TR,1555-1710,Zell B Miller Learning Center,102,0
ADPR3110,Brand Storytelling,67056,Sabrena Deal,MW,0910-1110,Journalism,204,1
ADPR3110,Brand Storytelling,67071,Kirsten Strausbaugh-Hutchinson,TR,1110-1225,Journalism,204,0
ADPR3110,Brand Storytelling,67072,Kirsten Strausbaugh-Hutchinson,TR,1420-1535,Journalism,204,0
ADPR3110,Brand Storytelling,67073,Kirsten Strausbaugh-Hutchinson,TR,0935-1050,Journalism,204,0
ADPR3110,Brand Storytelling,67794,Sabrena Deal,MW,1130-1330,Journalism,204,2
ADPR3120,Media Strategy and Activation,67077,Hye Yoon,MW,1130-1330,Psychology,111,0
ADPR3120,Media Strategy and Activation,67087,Glenna Read,TR,0935-1050,Journalism,402,2
ADPR3120,Media Strategy and Activation,67088,Glenna Read,TR,1245-1400,Journalism,412,0
ADPR3400,ADPR Research: Insights and Analytics,67089,Ja Kyung Seo,MWF,1020-1110,Zell B Miller Learning Center,147,4
ADPR3400,ADPR Research: Insights and Analytics,67090,Jaemin Kim,MWF,1130-1220,Zell B Miller Learning Center,153,0
ADPR3400,ADPR Research: Insights and Analytics,67107,Grace Adams,TR,1555-1710,Baldwin Hall,264,2
ADPR3400,ADPR Research: Insights and Analytics,67108,Karen Robayo Sanchez,MWF,1240-1330,Fine Arts,53,2
ADPR3400,ADPR Research: Insights and Analytics,67109,Sihao Zhou,TR,0935-1050,Journalism,412,0
ADPR3515,Foundations of Graphic Communication,67111,Sabrena Deal,MW,1500-1700,Inst Plaza,S306,12
ADPR3520,Graphic Communications,67114,Kristen Smith,M,1350-1440,Journalism,311,1
ADPR3520,Graphic Communications,67114,Kristen Smith,W,1240-1440,Journalism,311,1
ADPR3520,Graphic Communications,67118,Kristen Smith,M,1020-1110,Journalism,311,0
ADPR3520,Graphic Communications,67118,Kristen Smith,W,0910-1110,Journalism,311,0
ADPR3550,Social Media Content and Production,67133,Kimberly Landrum,TR,0935-1050,Journalism,311,0
ADPR3850,Public Relations,67131,David Clementson,TR,1245-1400,Inst Plaza,N106,-1
ADPR3910,Graphic Communication History,67763,Kristen Smith,TR,1245-1400,Journalism,311,0
ADPR3960,Advanced Public Affairs Communications,67132,Joseph Watson,MW,0910-1110,Zell B Miller Learning Center,250,0
ADPR5010,Advertising Internship,34705,Juan Meng,No days set,0001-2359,No Classroom Required,NCRR,19
ADPR5011,Public Relations Internship,33365,Juan Meng,No days set,0001-2359,No Classroom Required,NCRR,15
ADPR5012,Advertising and Public Relations Agency Internship,63042,Jennifer Griffith,No days set,0001-2359,No Classroom Required,NCRR,20
ADPR5012,Advertising and Public Relations Agency Internship,67897,Kristen Smith,No days set,0001-2359,No Classroom Required,NCRR,20
ADPR5110,"Advertising, Public Relations, and Health",67166,Jeong Han,TR,1555-1710,Caldwell Hall,304,9
ADPR5120,Crisis Communication,67203,Wenqing Zhao,TR,1245-1400,Journalism,0239A,1
ADPR5120,Crisis Communication,67204,Ruoyu Sun,TR,1245-1400,Journalism,203,0
ADPR5140,Advertising and Society,67214,Anne Perera,MW,1350-1550,Journalism,412,1
ADPR5140,Advertising and Society,67215,Abu Mohammad Sakil Faizullah,TR,1110-1225,Park Hall,269,0
ADPR5170,Advanced Studies in Advertising and Public Relations,68912,Karen Russell,No days set,0001-2359,No Classroom Required,NCRR,1
ADPR5170,Advanced Studies in Advertising and Public Relations,69870,Juan Meng,No days set,0001-2359,No Classroom Required,NCRR,0
ADPR5710,Advertising and Communication Management,67217,Bryan Trude,TR,1245-1400,Caldwell Hall,204,2
ADPR5710,Advertising and Communication Management,67218,Bryan Trude,MW,1130-1330,Journalism,412,4
ADPR5740,Advertising and Communication Campaigns,20214,Jennifer Griffith,MWF,1130-1220,Journalism,402,1
ADPR5740,Advertising and Communication Campaigns,20215,Jennifer Griffith,MW,1500-1700,Journalism,402,0
ADPR5741,Integrated ADPR Campaigns,48321,Karen Russell,MW,1130-1330,Peabody Hall,105,0
ADPR5741,Integrated ADPR Campaigns,48332,Jennifer Griffith,MWF,1240-1330,Journalism,402,0
ADPR5742,Health and Risk Communication Campaigns,59641,Michael Cacciatore,TR,1420-1535,Park Hall,269,0
ADPR5750,"Social Media Analytics, Listening, and Engagement",67219,Itai Himelboim,M,1610-1810,Journalism,241,15
ADPR5750,"Social Media Analytics, Listening, and Engagement",67219,Itai Himelboim,M,1350-1550,Joe Brown,11,15
ADPR5750,"Social Media Analytics, Listening, and Engagement",67220,Itai Himelboim,W,1350-1550,Baldwin Hall,104,0
ADPR5750,"Social Media Analytics, Listening, and Engagement",67220,Itai Himelboim,M,1350-1550,Journalism,409,0
ADPR5760,Digital and Social Communication Strategies,67216,Bryan Trude,TR,1110-1225,Zell B Miller Learning Center,350,0
ADPR5910,Public Relations Management,52750,Ruoyu Sun,TR,0935-1050,Journalism,514,3
ADPR5920,Public Relations Communications,20451,Thomas Cullen,TR,0800-0915,Journalism,508,0
ADPR5920,Public Relations Communications,20454,Thomas Cullen,TR,0935-1050,Journalism,508,0
ADPR5920,Public Relations Communications,39668,Thomas Cullen,MW,0800-1000,Leconte Hall,341,2
ADPR5920,Public Relations Communications,39669,Thomas Cullen,MW,1020-1220,Leconte Hall,341,0
ADPR5930,"PR Ethics, Diverse Cultures, and Cross-Cultural Leadership",67316,Nicholas Eng,TR,1245-1400,Zell B Miller Learning Center,247,0
ADPR5940,"Race, Public Relations, and Civil Rights",67262,Joseph Watson,MW,1500-1700,Baldwin Hall,264,29
ADPR5950,Public Relations Campaigns,20459,Karen Russell,MW,0910-1110,Peabody Hall,105,0
ADPR5950,Public Relations Campaigns,20465,David Clementson,TR,1555-1710,Journalism,513,0
ADPR5990,Seminar in Advertising and Public Relations,67385,Sun Ahn,R,1245-1535,Journalism,511,1
ADPR5990,Seminar in Advertising and Public Relations,67388,Ben Deutsch,T,0910-1220,Journalism,0239A,2
ADPR5990,Seminar in Advertising and Public Relations,67764,Kimberly Landrum,TR,1110-1225,Journalism,311,0
ADPR7740,Advertising and Communication Campaigns,20219,Jennifer Griffith,MWF,1130-1220,Journalism,402,1
ADPR7740,Advertising and Communication Campaigns,52216,Jennifer Griffith,MW,1500-1700,Journalism,402,3
ADPR7741,Integrated ADPR Campaigns,48335,Karen Russell,MW,1130-1330,Peabody Hall,105,0
ADPR7742,Health and Risk Communication Campaigns,59642,Michael Cacciatore,TR,1420-1535,Park Hall,269,0
ADPR7750,"Social Media Analytics, Listening, and Engagement",68815,Itai Himelboim,M,1350-1550,Joe Brown,11,3
ADPR7750,"Social Media Analytics, Listening, and Engagement",68815,Itai Himelboim,M,1610-1810,Journalism,241,3
ADPR7760E,Digital and Social Communication Strategies,67898,Bryan Trude,No days set,0001-2359,No Classroom Required,NCRR,0
ADPR7930,"PR Ethics, Diverse Cultures, and Cross-Cultural Leadership",67240,Nicholas Eng,TR,1245-1400,Building not yet assigned,Not set,0
ADPR7950,Public Relations Campaigns,20468,Karen Russell,MW,0910-1110,Peabody Hall,105,0
ADPR7950,Public Relations Campaigns,20471,David Clementson,TR,1555-1710,Journalism,513,0
ADSC2010,Introductory Animal and Dairy Science,25260,Charles Dove,T,1830-1945,Rhodes Cntr Ads -B,101,34
ADSC2010,Introductory Animal and Dairy Science,25260,Charles Dove,MWF,1130-1220,Rhodes Cntr Ads -B,101,34
ADSC2010L,Introductory Animal and Dairy Science Laboratory,68097,Dylan Davis,T,0935-1225,Animal Dairy Sci -,145,9
ADSC2010L,Introductory Animal and Dairy Science Laboratory,68099,Dylan Davis,T,1420-1710,Animal Dairy Sci -,145,0
ADSC2010L,Introductory Animal and Dairy Science Laboratory,68102,Dylan Davis,R,0935-1225,Animal Dairy Sci -,145,9
ADSC2010L,Introductory Animal and Dairy Science Laboratory,68103,Dylan Davis,R,1420-1710,Animal Dairy Sci -,145,4
ADSC2020,Animals in Society,57146,Holly Kinder,MWF,1350-1440,Rhodes Cntr Ads -B,114,31
